"date","parameter","location","value","unit","city","attribution","averagingperiod","coordinates","country","sourcename","sourcetype","mobile"
"{utc=2008-01-08T07:16:00.000Z, local=2008-01-08T07:16:00+00:00}","pm10","NMA - Nima","270.42","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-08T07:42:00.000Z, local=2008-01-08T07:42:00+00:00}","pm25","ADA - Asylum Down","139.61","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-08T07:42:00.000Z, local=2008-01-08T07:42:00+00:00}","pm10","ADA - Asylum Down","268.91","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-08T08:17:00.000Z, local=2008-01-08T08:17:00+00:00}","pm25","ELA - East Legon","227.31","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-08T08:17:00.000Z, local=2008-01-08T08:17:00+00:00}","pm10","ELA - East Legon","285.0","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T07:21:00.000Z, local=2008-01-14T07:21:00+00:00}","pm25","NMT - Nima","62.69","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T07:21:00.000Z, local=2008-01-14T07:21:00+00:00}","pm10","NMT - Nima","126.58","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T06:53:00.000Z, local=2008-01-14T06:53:00+00:00}","pm25","ADA - Asylum Down","64.92","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T06:53:00.000Z, local=2008-01-14T06:53:00+00:00}","pm10","ADA - Asylum Down","118.65","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T07:43:00.000Z, local=2008-01-14T07:43:00+00:00}","pm25","NMA - Nima","55.45","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T07:43:00.000Z, local=2008-01-14T07:43:00+00:00}","pm10","NMA - Nima","112.94","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T08:48:00.000Z, local=2008-01-14T08:48:00+00:00}","pm25","ELA - East Legon","51.15","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T08:48:00.000Z, local=2008-01-14T08:48:00+00:00}","pm10","ELA - East Legon","105.71","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T07:36:00.000Z, local=2008-01-14T07:36:00+00:00}","pm25","JTA - Jamestown","78.12","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-14T07:36:00.000Z, local=2008-01-14T07:36:00+00:00}","pm10","JTA - Jamestown","140.81","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-20T06:30:00.000Z, local=2008-01-20T06:30:00+00:00}","pm25","NMT - Nima","184.72","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-20T06:30:00.000Z, local=2008-01-20T06:30:00+00:00}","pm10","NMT - Nima","378.48","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-20T06:55:00.000Z, local=2008-01-20T06:55:00+00:00}","pm25","NMA - Nima","182.28","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-20T06:55:00.000Z, local=2008-01-20T06:55:00+00:00}","pm10","NMA - Nima","391.43","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-20T08:08:00.000Z, local=2008-01-20T08:08:00+00:00}","pm25","ELA - East Legon","201.83","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-20T08:08:00.000Z, local=2008-01-20T08:08:00+00:00}","pm10","ELA - East Legon","344.77","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T07:38:00.000Z, local=2008-01-26T07:38:00+00:00}","pm25","NMT - Nima","221.46","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T07:38:00.000Z, local=2008-01-26T07:38:00+00:00}","pm10","NMT - Nima","408.31","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T07:56:00.000Z, local=2008-01-26T07:56:00+00:00}","pm25","NMA - Nima","201.27","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=50.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T07:56:00.000Z, local=2008-01-26T07:56:00+00:00}","pm10","NMA - Nima","402.07","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=50.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T06:35:00.000Z, local=2008-01-26T06:35:00+00:00}","pm25","JTA - Jamestown","210.68","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T06:35:00.000Z, local=2008-01-26T06:35:00+00:00}","pm25","JTA - Jamestown","247.85","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T06:35:00.000Z, local=2008-01-26T06:35:00+00:00}","pm10","JTA - Jamestown","419.71","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T08:53:00.000Z, local=2008-01-26T08:53:00+00:00}","pm25","ELA - East Legon","173.18","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=50.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T08:53:00.000Z, local=2008-01-26T08:53:00+00:00}","pm10","ELA - East Legon","345.8","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=50.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T07:40:00.000Z, local=2008-01-26T07:40:00+00:00}","pm25","ADA - Asylum Down","181.37","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-01-26T07:40:00.000Z, local=2008-01-26T07:40:00+00:00}","pm10","ADA - Asylum Down","376.97","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T06:45:00.000Z, local=2008-02-01T06:45:00+00:00}","pm25","JTA - Jamestown","320.4","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T06:45:00.000Z, local=2008-02-01T06:45:00+00:00}","pm10","JTA - Jamestown","653.35","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T07:18:00.000Z, local=2008-02-01T07:18:00+00:00}","pm25","NMT - Nima","348.35","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T07:18:00.000Z, local=2008-02-01T07:18:00+00:00}","pm10","NMT - Nima","593.44","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T07:34:00.000Z, local=2008-02-01T07:34:00+00:00}","pm25","NMA - Nima","319.77","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T07:34:00.000Z, local=2008-02-01T07:34:00+00:00}","pm10","NMA - Nima","569.56","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T07:41:00.000Z, local=2008-02-01T07:41:00+00:00}","pm25","ADA - Asylum Down","399.93","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T07:41:00.000Z, local=2008-02-01T07:41:00+00:00}","pm10","ADA - Asylum Down","655.42","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T08:32:00.000Z, local=2008-02-01T08:32:00+00:00}","pm25","ELA - East Legon","298.73","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-01T08:32:00.000Z, local=2008-02-01T08:32:00+00:00}","pm10","ELA - East Legon","581.25","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T08:26:00.000Z, local=2008-02-07T08:26:00+00:00}","pm25","NMT - Nima","115.88","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=50.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T08:26:00.000Z, local=2008-02-07T08:26:00+00:00}","pm10","NMT - Nima","220.71","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=50.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T07:00:00.000Z, local=2008-02-07T07:00:00+00:00}","pm25","JTA - Jamestown","106.96","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T07:00:00.000Z, local=2008-02-07T07:00:00+00:00}","pm10","JTA - Jamestown","199.4","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T08:06:00.000Z, local=2008-02-07T08:06:00+00:00}","pm25","NMA - Nima","75.7","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T08:06:00.000Z, local=2008-02-07T08:06:00+00:00}","pm10","NMA - Nima","186.54","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T07:30:00.000Z, local=2008-02-07T07:30:00+00:00}","pm25","ADA - Asylum Down","72.82","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T07:30:00.000Z, local=2008-02-07T07:30:00+00:00}","pm10","ADA - Asylum Down","200.62","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T10:00:00.000Z, local=2008-02-07T10:00:00+00:00}","pm25","ELA - East Legon","79.13","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-07T10:00:00.000Z, local=2008-02-07T10:00:00+00:00}","pm10","ELA - East Legon","200.44","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-13T07:06:00.000Z, local=2008-02-13T07:06:00+00:00}","pm25","JTA - Jamestown","54.86","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-13T07:06:00.000Z, local=2008-02-13T07:06:00+00:00}","pm10","JTA - Jamestown","109.34","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-13T06:49:00.000Z, local=2008-02-13T06:49:00+00:00}","pm25","ELA - East Legon","36.47","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=42.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-13T06:49:00.000Z, local=2008-02-13T06:49:00+00:00}","pm10","ELA - East Legon","86.19","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=42.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2008-02-13T07:40:00.000Z, local=2008-02-13T07:40:00+00:00}","pm25","ADA - Asylum Down","45.38","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
